permno,comnam
80853,UNIMARK GROUP INC
11181,NATIONAL AUTO CREDIT INC
27431,COTTON STATES LIFE INSURANCE CO
69447,VOICE CONTROL SYSTEMS INC DEL
80825,IRATA INC
80856,WEBSTER CITY FED SVGS BANK IOWA
80797,ACCUSTAFF INC
80799,BARBERS HAIRSTYLING FOR MEN INC
80832,MARKER INTERNATIONAL
80795,ANALYTICAL NURSING MANAGEMENT CP
80817,FINANCIAL BANCORP INC NEW
80804,U S CHINA INDUSTRIAL EXCH INC
80812,FIBERSTARS INC
80823,INTERNATIONAL FIBERCOM INC
80826,JEFFERSON BANCORP INC LA
80842,SELECT MEDIA COMMUNICATIONS INC
80846,TEAM RENT GROUP INC
80803,TARGET TECHNOLOGIES INC NY
80824,INPHYNET MEDICAL MGMT INC
80829,MISSISSIPPI CHEMICAL CORP
80834,OTTAWA FINANCIAL CORP
80851,TRUCK COMPONENTS INC
80854,FUTUREBIOTICS INC
80551,GRAND GAMING CORP
80800,BEDFORD BANCSHARES INC
80805,CONCORD HEALTH GROUP INC
80850,TRANSMEDIA EUROPE INC
11671,J B OXFORD HOLDINGS INC
80808,COMMERCE BANK HARRISBURG PA
80827,LORONIX INFORMATION SYSTEMS INC
79990,LAKEVIEW FINANCIAL CORP
11459,SHOWSCAN ENTERTAINMENT INC
76003,JANEX INTERNATIONAL INC
80813,F C N B CORP
80816,FIRST FEDERAL SAVINGS BANK IOWA
80835,PRIME MANAGEMENT GROUP INC
80837,PATRIOT NATIONAL BANK CONN
80858,WAVE SYSTEMS CORP
20853,UNICOM CORP HOLDING CO
25099,W P S RESOURCES CORP
80941,MOUNTBATTEN INC
79414,PRIMESOURCE CORP
24548,GENOME THERAPEUTICS CORP
29744,O X I S INTERNATIONAL INC
80923,CARNEGIE BANCORP
62843,P I C O M INSURANCE CO
77975,CAPITAL BRANDS INC
80934,INCONTROL INC
80938,LAFAYETTE INDUSTRIES INC
77235,WIRELESS TELECOM GROUP INC
79310,SARATOGA BEVERAGE GROUP INC
80783,FEDDERS CORP
80928,DARLING INTERNATIONAL INC
80916,AQUAGENIX INC
80924,C D RADIO INC
80946,INTERNATIONAL NURSING SVCS INC
80955,WILLAMETTE VALLEY VINYDS INC
92401,TELS CORP
43394,UNIHOLDING CORP
80864,RELIANCE STEEL & ALUMINUM CO
80939,MACHEEZMO MOUSE RESTAURANTS INC
80918,ARIAD PHARMACEUTICALS INC
46324,U S 1 INDUSTRIES INC
80778,AMERICA WEST AIRLINES INC
80952,TIVOLI INDUSTRIES INC
10514,TRANS WORLD ENTERTAINMENT CORP
80912,T G C INDUSTRIES INC
80948,MAHASKA INVESTMENT CO
80949,PROFESSIONAL SPORTS CARE MGMT IN
88285,GATEWAY INDUSTRIES INC DE NEW
80925,CORPORATE EXPRESS INC
80931,FIRST MERCHANTS ACCEPTANCE CORP
80954,WELCOME HOME INC
80919,AASCHE TRANSPORTATION SVCS INC
80865,STERILE CONCEPTS HOLDINGS INC
80913,AFFILIATED COMPUTER SVCS INC
80914,ADFLEX SOLUTIONS INC
80920,BENSON FINANCIAL CORP
80922,BABY SUPERSTORE INC
80930,ERNST HOME CENTER INC
80935,I P C INFORMATION SYSTEMS INC
80936,LABORATORY SPECIALISTS AMER INC
80940,CINEMA RIDE INC
80932,FEATHERLITE MANUFACTURING INC
80943,MATTSON TECHNOLOGY INC
80947,ONCORMED INC
80950,SPORTMART INC
80951,T E S S C O TECHNOLOGIES INC
80915,PROTECTION ONE INC
80942,METROLOGIC INSTRUMENTS INC
78113,P T I HOLDING INC
80868,ZEIGLER COAL HOLDING CO
80933,GIANT CEMENT HOLDING INC
75763,CONQUEST INDUSTRIES INC
77242,AMERIDATA TECHNOLOGIES INC
77636,HUDSON CHARTERED BANCORP INC
80965,COMMUNITY MEDICAL TRANSPORT INC
65832,A L PHARMA INC
81012,SUGEN INC
19227,U S XPRESS ENTERPRISES INC
68495,SPINNAKER INDUSTRIES INC
80926,CALLON PETROLEUM CO DEL
80959,BRIDGEVILLE FINANCIAL CORP
80967,CENTRAL TRACTOR FARM & CNTRY INC
80979,F S F FINANCIAL CORP
80981,FLEMINGTON NATIONAL BK TR CO NJ
80983,HARVEST HOME FINANCIAL CORP
80992,MILTON FEDERAL FINANCIAL CORP
80997,HARRIS COMPUTER SYSTEMS CORP
80959,BRIDGEVILLE SAVINGS BK FSB PA
80989,LIFE BANCORP INC
80999,NORTHWEST EQUITY CORP
80977,FIRST FED BNCSHS EAU CLAIRE INC
80978,F F V A FINANCIAL CORP
80994,MERIDIAN SPORTS INC
80995,NATIONAL DIAGNOSTICS INC
81002,ORPHAN MEDICAL INC
81011,STROUDS INC
81019,WESTBANK CORP
17278,FOXMEYER HEALTH CORP
46958,KAHLER REALTY CORP
80985,I B S FINANCIAL CORP
81005,PIERCING PAGODA INC
81007,P R I AUTOMATION INC
81048,SPORTS CLUB INC
80993,MICRO LINEAR CORP
81014,TRANS ENERGY INC
81025,CASTECH ALUMINUM GROUP INC
80956,AMERICAN PHARMACEUTICAL CO
80974,ENTERPRISE FEDERAL BANCORP INC
80991,LASERGATE SYSTEMS INC
81023,AMERICAN FAMILY RESTAURANTS INC
80958,BELMONT BANCORP
80972,EQUITY CORPORATION INTL
75971,ADVANTAGE LIFE PRODUCTS INC
80973,EDELBROCK CORP
80975,ENTERACTIVE INC
81008,7TH LEVEL INC
81009,SOLOMON PAGE GROUP LTD
81015,U S DIAGNOSTIC LABS INC
76754,BAY NETWORKS INC
80982,F P A MEDICAL MANAGEMENT INC
81001,ISOLYSER INC
81003,ORTEL CORP
81010,STRATASYS INC
81017,VIDEO SENTRY CORP
81018,WAVEPHORE INC
75259,I M C GLOBAL INC
80964,COMMUNITY SAVINGS F A FLA
22947,CINERGY CORP
77525,IATROS HEALTH NETWORK INC
78005,HOME FINANCIAL CORP DEL FL
80960,CARVER FEDERAL SAVINGS BANK NY
80966,CORPORATE RENAISSANCE GROUP INC
80968,CORVITA CORP
80987,KNIGHT TRANSPORTATION INC
81004,OWOSSO CORP
80957,ASPEN TECHNOLOGY INC
80976,EPIC DESIGN TECHNOLOGY INC
81047,SINTER METALS INC
80971,DUCKWALL ALCO STORES INC NEW
80969,COVENANT TRANSPORT INC
80970,DATA SYSTEMS NETWORK CORP
80984,SURE SHOT INTERNATIONAL INC
80990,FIDELITY SOUTHERN CORP
63590,PONCEBANK
77209,B U M INTERNATIONAL INC
78195,P V F CAPITAL CORP
81027,DUFF & PHELPS CREDIT RATING CO
81084,HUDSON TECHNOLOGIES INC
81086,HASKEL INTERNATIONAL INC
81117,VOXEL
81063,OFFICEMAX INC
79407,SYNAGRO TECHNOLOGIES INC
81059,FALCON BUILDING PRODUCTS INC
81073,AMERCO
76369,HEALTH MANAGEMENT INC DEL
81056,CHASE BRASS INDUSTRIES INC
81094,NEW ENGLAND COMMUNITY BNCP INC
81110,TRANSPORT CORP OF AMER INC
81066,TEXAS BIOTECHNOLOGY CORP
81095,NORTHWEST SAVINGS BANK WARREN PA
81028,E X X INC
81029,E X X INC
81098,PINNACLE SYSTEMS INC
81103,ROYALE ENERGY INC
81109,DIGITAL RECORDERS INC
81111,THOMPSON P B E INC
81113,TELE MATIC CORP
81119,YOUNG BROADCASTING INC
81107,SINGING MACHINE INC
62500,AEROFLEX INC
68340,I C N PHARMACEUTICALS INC NEW
81068,UNITED LEISURE CORP
81105,SAVINGS BANK OF FINGER LAKES NY
76623,OUTLOOK GROUP CORP
81085,HEALTH FITNESS PHYSIC THERAPY IN
11018,FIRSTBANK PUERTO RICO SAN JUAN
77385,ALLEGIANT PHYSICIAN SERVICES INC
81055,CAPITAL ONE FINANCIAL CORP
81058,ENRON GLOBAL PWR & PIPELINES LLC
81074,CANNONDALE CORP
81090,J P FOODSERVICE INC
81096,ORBIT SEMICONDUCTOR INC
81108,SENIOR TOUR PLAYERS DEV INC
81115,UNITECH INDUSTRIES INC
10449,BANCORP CONNECTICUT INC
52469,REHABILICARE INC
81060,HAMMONS JOHN Q HOTELS INC
81072,ALLIED DEVICES CORP
81079,FAMILY GOLF CENTERS
81102,QUALITY SEMICONDUCTOR INC
81064,SPORTS AUTHORITY INC
81081,FLORSHEIM SHOE CO NEW
81106,SHIVA CORP
81118,WHAT A WORLD INC
76762,AMERICAN MEDIA INC
81057,CONVERSE INC DEL
81051,ASSISTED LIVING CONCEPTS INC
81071,ALABAMA NATIONAL BANCORP DEL
81089,I T I TECHNOLOGIES INC
81101,BRASSIE GOLF CORP
78004,FIRST FAMILY FINANCIAL CORP
81077,COMPUTONE CORP
81099,PHYSICIAN RELIANCE NETWORK INC
81088,IONIC FUEL TECHNOLOGY INC
81093,NATIONAL GAMING CORP
76920,FIRST NATIONAL ENTERTAINMENT CP
81076,BRIDGEPORT MACHINES INC
81097,PAXSON COMMUNICATIONS CORP
81116,VEECO INSTRUMENTS INC DEL
81070,AFFINITY TELEPRODUCTIONS INC
81078,COHESANT TECHNOLOGIES INC
81100,PREMIER LASER SYSTEMS INC
91492,RHEOMETRIC SCIENTIFIC INC
77898,CASCADE FINANCIAL CORP
81061,MCKESSON CORP NEW
81151,DOVE AUDIO INC
81153,FLORES & RUCKS INC
81187,VISTA 2000 INC
81593,WASHINGTON MUTUAL INC
33823,DYNAMIC MATERIALS CORP
81182,CANTERBURY PARK HOLDING CORP
81138,APOLLO GROUP INC
81122,CHAMPION HEALTHCARE CORP
81141,AVERT INC
81164,MEDCATH INC
81179,SKYLANDS COMMUNITY BANK
81142,APPLIED VOICE TECHNOLOGY INC
81152,EMCARE HOLDINGS INC
93105,WESTERNBANK PUERTO RICO
81137,APPLIX INC
81162,MICREL INC
81167,NORTHWEST BANK COMMERCE ORE
76355,AMERICAN GAMING & ENTMT LTD
76462,KRAUSES FURNITURE INC
80167,HAIN FOOD GROUP INC
81156,GILMAN & CIOCIA INC
81126,GUIDANT CORP
81149,COVENANT BANK SAVINGS N J
81157,GLOBAL TELECOM SOLUTIONS INC
81178,SECURITY DYNAMICS TECHS INC
81184,UNIVERSAL STNLESS & ALY PRODS IN
81143,BELDING HEMINWAY INC NEW
81144,BOLLE AMERICA INC
81145,AMERICAN BINGO & GAMING CORP
81158,TRANS WORLD GAMING CORP
81159,INDIANA COMMUNITY BANK SB
81166,MICROTEC RESEARCH INC
81169,NETCOM ON LINE COMM SVCS INC
81185,UNIVERSAL AUTOMOTIVE INDS INC
81131,PRICELLULAR CORP
81146,B T G INC
81154,GENZYME CORP
81173,STILLWATER MINING CO
81174,PHAMIS INC
81186,VIDEONICS INC
41726,TRUE NORTH COMMUNICATIONS INC
77531,NEOSTAR RETAIL GROUP INC
81165,MITCHAM INDUSTRIES INC
66368,COMPETITIVE TECHNOLOGIES INC
77462,FEDERATED DEPT STORES INC DEL
81128,I T T EDUCATIONAL SERVICES INC
81170,NU TECH BIO MED INC
81172,ORTHODONTIC CENTERS AMERICA INC
81177,SPECIALTY TELECONSTRUCTORS INC
81176,SAINT ANDREWS GOLF CORP
81180,SULPHUR SPRINGS LN & BLDG ASSN
81181,TELETOUCH COMMUNICATIONS INC
81124,EMERSON RADIO CORP
75182,POLARIS INDUSTRIES INC
79809,CABLEMAXX HOLDINGS INC
81135,ASSOCIATED GROUP INC
81136,ASSOCIATED GROUP INC
38149,ALLIANCE GAMING CORP
79315,CHEROKEE INC DEL NEW
81161,LIN TELEVISION CORP
80366,SLED DOGS CO
81148,CAMCO FINANCIAL CORP
10693,HEALTHSOUTH CORP
10730,TODAYS BANCORP INC
11233,TIGER DIRECT INC
11883,HOMELAND BANKSHARES CORP
26737,FRONTIER CORP
67491,ENSERCH EXPLORATION INC
69147,BANYAN HOTEL INVESTMENT FUND
79372,C F B BANCORP INC
79719,MEDICAL MANAGEMENT INC
81189,KNOGO NORTH AMERICA INC
81229,TELEMUNDO GROUP INC
25137,C C H INC
76629,C C H INC
81200,C K F BANCORP INC
81209,GREAT TRAIN STORE CO
81231,TWIN CITY BANCORP INC
25049,ADVANTAGE COMPANIES INC DEL
34818,SCHAWK INC
80230,CANMAX INC
10624,CHARLES J W FINANCIAL SVCS INC
81207,FIRST SAVINGS BANK N J SLA
78194,PRESIDENT CASINOS INC
81201,DIASYS CORP
81203,EAST TEXAS FINANCIAL SVCS INC
76862,OPTIMAX INDUSTRIES INC
79593,ALLIED DIGITAL TECHNOLOGIES CORP
81228,SUNPHARM CORP
10594,DIME BANCORP INC NEW
11394,THERMOGENESIS CORP
81199,CALIFORNIA PRO SPORTS INC
81210,GATEWAY BANCORP INC KY
81212,INFOSAFE SYSTEMS INC
77980,FED ONE BANCORP INC
81214,KIRLIN HOLDING CORP
81230,TIMELINE INC
89887,ESSEX BANCORP INC DEL
81191,NABISCO HOLDINGS CORP
81224,S M C CORP
75256,GUARDIAN BANCORP
76740,T C S I CORP
79605,WINSLOEW FURNITURE INC
81211,HORIZON FINANCIAL SERVICES CORP
81223,RESURGENCE PROPERTIES INC
54279,DOWNEY FINANCIAL CORP
81217,NETWORK EXPRESS INC
81220,INSIGHT ENTERPRISES INC
81196,ARIEL CORP
81197,ACCESS HEALTHNET INC
81221,OSTEX INTERNATIONAL INC
81222,RENTERS CHOICE INC
81226,AUSTINS STEAKS & SALOON INC
76461,WISCONSIN PHARMACAL INC
81204,FIRST ALLIANCE BANCORP INC GA
81206,FIRST KEYSTONE FINANCIAL INC
81215,KNICKERBOCKER L L INC
81218,NEOPATH INC
44476,WYLE ELECTRONICS
81202,DAISYTEK INTERNATIONAL CORP
81205,RENAISSANCE ENTERTAINMENT CORP
81232,TYLAN GENERAL INC
17443,LEHIGH GROUP INC
24272,ASHLAND INC
77464,FINOVA GROUP INC
81188,COX COMMUNICATIONS INC NEW
81193,TIMES MIRROR CO NEW
81283,ULTRADATA SYSTEMS INC
32870,HORMEL FOODS CORP
81241,BROOKS AUTOMATION INC
81261,MUTUAL BANCOMPANY INC
81275,SEMITOOL INC
81280,TECHNICAL CHEMICALS & PRODS INC
81288,CONGOLEUM CORP NEW
81256,INTEGRATED SILICON SOLUTION INC
81259,L S B FINANCIAL CORP
81285,AMERICAN STANDARD COS INC DEL
11668,COMPREHENSIVE ENVIROMNTL SYS INC
81263,M S B FINANCIAL INC
81270,PLAY CO TOYS
81577,WASHINGTON FEDERAL INC
81242,COIN BILL VALIDATOR INC
81244,COMMUNITY INVESTORS BANCORP INC
81245,CONCENTRA CORP
81253,ADVANCED VOICE TECHNOLOGIES INC
81264,NICKELODEON THEATER CO INC
81276,SIRROM CAPITAL CORP
80350,CYCLOPSS CORP
81250,HOME BUILDING BANCORP INC
81257,KELLEY OIL & GAS CORP
81273,SPRINGFIELD INSTN FOR SVGS BK MA
81255,INFORMATION STORAGE DEVICES INC
81258,K T I INC
81269,P D G REMEDIATION INC
61567,HEXCEL CORP NEW
81248,GENERAL MAGIC INC
81271,PROTOSOURCE CORP
81272,SIMS COMMUNICATIONS INC
11437,GLOBAL TELEMEDIA INTL INC
58393,RELIASTAR FINANCIAL CORP
77564,AUTOLEND GROUP INC
81237,ACRODYNE HOLDINGS INC
81254,INTERNATIONAL ASSETS HLDG CORP
81268,PERRY COUNTY FINANCIAL CORP
81238,A D C O TECHNOLOGIES INC
81239,A F G L INTERNATIONAL INC
81246,DUALSTAR TECHNOLOGIES CORP
81265,OAK TECHNOLOGY INC
81277,S T B SYSTEMS INC
81291,SOUTHFIRST BANCSHARES INC
77248,SUNRISE RESOURCES INC
81260,MONTEREY BAY BANCORP INC
81266,U S OFFICE PRODUCTS CO
81289,INTELLIGENT CONTROLS INC
45509,INTERNATIONAL LOTTERY & T S INC
81274,S J S BANCORP INC
81279,INTIME SYSTEMS INTL INC
81267,AMPACE CORP
80146,NEXSTAR PHARMACEUTICALS INC
81252,H C I A INC
81262,MEDPARTNERS INC
77049,U S ROBOTICS CORP
81192,THERMO ECOTEK CORP
81240,ANICOM INC
81293,TOY BIZ INC
81281,THRUSTMASTER INC
81282,TRANSACTION SYS ARCHITECTS INC
81290,SOLA INTERNATIONAL INC
81292,SPEEDWAY MOTORSPORTS INC
10634,SMITH ENVIRONMENTAL TECHS CORP
11568,HERITAGE BANCORP INC PA
35167,FIRSTMERIT CORP
64646,PUBLIC SERVICE CO OF NC INC
77030,HYPERION SOFTWARE CORP
81278,STRATTEC SECURITY CORP
81479,AMERICAN FUEL CORP
81480,DIEHL GRAPHSOFT INC
81515,T G V SOFTWARE INC
81519,VIASOFT INC
50059,H M I INDUSTRIES INC
81494,KASH N KARRY FOOD STORES INC NEW
81499,M A C C PRIVATE EQUITIES INC
81469,AMERICAN COMMUNICATIONS SVCS INC
81488,GREATER DELAWARE VALLEY SVGS BK
81491,H D S NETWORK SYSTEMS INC
81498,DYNAMIC WORLD DISTRIBUTORS INC
81502,P COM INC
81514,SOFTWARE ARTISTRY INC
46463,GRIFFON CORP
79994,GRILL CONCEPTS INC
81309,STORAGE COMPUTER CORP
81481,DOLLAR TREE STORES INC
81482,D S P COMMUNICATIONS INC
81486,INTERACTIVE FLIGHT TECHS INC
81504,P S T VANS INC
81508,RIVIANA FOODS INC DEL
86319,MICROTEL INTERNATIONAL INC
41823,HICKOK INC
81298,FIRST WEST VIRGINIA BANCORP INC
81234,JAMESWAY CORP NEW
81310,CARDINAL REALTY SERVICES INC
81485,EQUALNET HOLDING CORP
81475,COMMONWEALTH ALUMINUM CORP
81487,FORT HOWARD CORP NEW
81516,TIVOLI SYSTEMS INC
76698,QUARTERDECK CORP
80730,AGRI NUTRITION GROUP LTD
81493,HALSTEAD ENERGY CORP
81300,HORIZON MENTAL HEALTH MGMT INC
81501,NATIONAL INSTRUMENTS CORP
81477,CONTINENTAL CIRCUITS CORP
81495,HORIZON BANCORP INC TEX
81505,PALMER WIRELESS INC
81594,N G C CORP
21178,LOCKHEED MARTIN CORP
79420,STARCRAFT CORP IND
81496,LIFERATE SYSTEMS INC
81509,S D L INC
81506,REMEDY CORP
81517,UNIROYAL CHEMICAL CORP
74393,KESTREL ENERGY INC
81297,CORNERSTONE BANK CONN
81484,ELEXSYS INTERNATIONAL
81476,C ATS SOFTWARE INC
81296,CIRCLE K CORP DEL
81311,HICKORY TECH CORP
81512,SEPRAGEN CORP
81500,MISSISSIPPI VIEW HOLDING CO
81301,LIBERTY FINANCIAL COS INC
81471,ANNAPOLIS BANCSHARES INC
81492,HOLMES PROTECTION GROUP INC
81507,GREAT AMERICAN BACKRUB STORE INC
60003,AUDITS & SURVEYS WORLDWIDE INC
81473,AMTRUST CAPITAL CORP
77352,ACCESS HEALTH INC
77648,WATERMARC FOOD MANAGEMENT CO
81483,DATASTREAM SYSTEMS INC
81470,A C T MANUFACTURING INC
81474,BANK WEST FINANCIAL CORP
81490,HOME BANCORP
76331,WEST COAST BANCORP ORE NEW
81478,COLORADO CASINO RESORTS INC
81503,PERIPHONICS CORP
81511,SOBIESKI BANCORP INC
10247,GANTOS INC NEW
81549,CAMERON FINANCIAL CORP DEL
81580,Q C F BANCORP INC
46114,SUMMIT FAMILY RESTAURANTS INC
60687,AMERICAN PREMIER GROUP INC
81540,AMERISOURCE HEALTH CORP
81544,FIRST FEDERAL BANCORP MINN
81566,CREATIVE COMPUTERS INC
81582,RENAISSANCE SOLUTIONS INC
81570,MUSTANG SOFTWARE INC
81536,AEGIS CONSUMER FUNDING GP INC
81553,FINLAY ENTERPRISES INC
81557,GENERAL ACCEPTANCE CORP IN
81561,FOUNTAIN OIL INC
81578,PREMISYS COMMUNICATIONS INC
81523,BOISE CASCADE OFFICE PRODS CORP
81541,AVONDALE FINANCIAL CORP
81555,FIRST ASHLAND FINANCIAL CORP
81563,HELLO DIRECT INC
81564,I S B FINANCIAL CORP LA
81581,RAINFOREST CAFE INC
75993,MICRON ELECTRONICS INC
81546,COMMUNITY BANK SHRS INDIANA INC
81560,GUARANTY FED SVGS BANK MO
81525,KATZ MEDIA GROUP INC
81530,P M I GROUP INC
81538,AID AUTO STORES INC NEW
81548,C H S ELECTRONICS INC
81576,P D T INC
81579,PERPETUAL SAVINGS BANK SSB NC
81590,WELLS FINANCIAL CORP
81592,EXPERT SOFTWARE INC
29867,DIMON INC
81550,DIAMOND MULTIMEDIA SYSTEMS INC
81552,EASCO INC
81554,F P BANCORP
81556,FIRST SOUTHERN BANCSHARES INC
81573,OPEN ENVIRONMENT CORP
90018,MULTI MEDIA TUTORIAL SVCS INC
10781,BANK SOUTH CAROLINA CORP
73091,STRIKER INDUSTRIES INC
78998,MERIDIAN DATA INC
79727,PRIMARY BANK PETERBOROUGH NH
90924,P P T VISION INC
77293,GOTHIC ENERGY CORP
81558,GREAT BAY POWER CORP
81571,NOVATEK INTERNATIONAL INC
81524,FIRST NATIONAL BANKSHARES INC LA
81533,TECHE HOLDING CO
81545,BIG SMITH BRANDS INC
81554,F P BANCORP INC
81586,R T W INC
81588,TAITRON COMPONENTS INC
81529,OMNI MULTIMEDIA GROUP INC
10089,ALPHA TECHNOLOGIES GROUP INC
81539,ANADIGICS INC
81551,STAT HEALTHCARE INC
81565,JACKSONVILLE SAVINGS BANK IL
81587,SHARED TECHS CELLULAR INC
81537,AG CHEM EQUIPMENT INC
81543,BUCYRUS ERIE CO NEW
81562,HAUPPAUGE DIGITAL INC
81591,WEITZER HOMEBUILDERS INC
70519,TRAVELERS GROUP INC
81167,NORTHERN BANK COMMERCE ORE
81575,PACE HEALTH MANAGEMENT SYS INC
81584,REPUBLIC ENVIRONMENTAL SYS INC
81528,NATIONAL BANCSHARES CORP TEX
81567,MARKETLINK INC
81572,NEWCARE HEALTH CORP
81583,REPUBLIC ENGINEERED STEELS INC
86765,C S T ENTERTAINMENT INC
17478,MCGRAW HILL COS INC
40687,MEDICAL DEVICE TECHNOLOGIES INC
66093,S B C COMMUNICATIONS INC
68428,IDEON GROUP INC
72688,STANDARD FEDERAL BANCORP INC
80334,INSO CORP
10799,FLORIDA FIRST BANCORP INC
81639,PERFORMANCE SYSTEMS INTL INC
81653,BELL & HOWELL HOLDINGS CO
81599,A C T NETWORKS INC
81608,C R A MANAGED CARE INC
81631,NETVANTAGE INC
81636,PANAX PHARMACEUTICAL LTD
81643,TEL COM WIRELESS CABLE TV CORP
12062,LABORATORY CORP AMERICA HLDGS
81595,ACTIVE APPAREL GROUP INC
81616,FIREFOX COMMUNICATIONS INC
81637,PHOENIX GOLD INTERNATIONAL INC
81652,F N B FINANCIAL SERVICES CORP
81624,IMAGE SENSING SYSTEMS INC
81642,STORMEDIA INC
81647,UNITED SECURITY BANCORP WA
76535,D M X INC
80127,GREENPOINT FINANCIAL CORP
81630,N A L FINANCIAL GROUP INC
75609,HANDEX CORP
81618,GARDEN RIDGE CORP
81635,OCCUSYSTEMS INC
10242,TRANS FINANCIAL INC
81601,A S B FINANCIAL CORP OH
81640,R B RUBBER PRODUCTS INC
81644,NETWORK CONNECTION INC
81613,ELECTROPHARMACOLOGY INC
12171,VASOMEDICAL INC
81609,C R W FINANCIAL INC
81612,ELECTRONICS COMMUNICATIONS CORP
81619,GOLF TRAINING SYSTEMS INC
66683,R P C INC
81597,A G ASSOCIATES INC
81605,CONTINENTAL INFO SYS CORP NEW
11510,BENIHANA INC
17671,BENIHANA INC
41515,FOODBRANDS AMERICA INC
81615,E R D WASTE CORP
81626,GARDEN FRESH RESTAURANT CORP
81662,STANDARD BRANDS PAINT CO NEW
81627,LUCOR INC
81634,OPAL INC
81645,INTRAV INC
47707,FIRST YEARS INC
81638,PIONEER COMPANIES INC
81646,TOUCHSTONE SOFTWARE CORP
81656,HEALTHPLAN SERVICES CORP
11599,AMCOL INTERNATIONAL CORP
47108,REXEL INC
76707,COASTAL PHYSICIAN GROUP INC
77829,SUNBEAM CORP
79865,JEFFBANKS INC
81621,HARMONIC LIGHTWAVES INC
81623,INTERACTIVE GROUP INC
79842,CO COUNSEL INC
81596,AGRIBIOTECH INC NEW
76251,POLYVISION CORP
81600,A P P S DENTAL INC
81620,HARDINGE INC
81629,MAXIS INC
81633,NEXGEN INC
81648,UUNET TECHNOLOGIES INC
81650,VIDEOSERVER INC
81654,BORDERS GROUP INC
11042,WORLDCOM INC GA
56937,N B T Y INC
62519,E N S C O INTERNATIONAL INC
75189,STEVENS INTERNATIONAL INC
75375,STEVENS INTERNATIONAL INC
80268,QUIZNOS CORP
80615,OVID TECHNOLOGIES INC
81632,NUMBER NINE VISUAL TECH CORP
81651,WINLAND ELECTRONICS INC
11078,FIDELITY FINANCIAL BANKS CORP
81498,LOTTOWORLD INC
81655,DARDEN RESTAURANTS INC
81607,COMPUTER LEARNING CENTERS INC
10104,ORACLE CORP
75930,TRANSCEND SERVICES INC
80476,JAMES RIVER BANKSHARES INC
81661,U S INDUSTRIES INC NEW
81685,BELMONT HOMES INC
81705,F E I CO
81736,RESMED INC
81759,U S ORDER INC
79166,GERMAN AMERICAN BANCORP
81721,MED DESIGN CORP
81676,TRUMP HOTELS & CASINO RESRTS INC
81683,ARCSYS INC
81740,SINCLAIR BROADCAST GROUP INC
81741,SOCKET COMMUNICATIONS INC
79960,VISTA INFORMATION SOLUTIONS INC
81731,N S & L BANCORP INC
81733,ORAVAX INC
81747,SITEL CORP
81764,YES ENTERTAINMENT INC
81679,AMERICAN RADIO SYSTEMS CORP
81739,SHOP AT HOME INC
81754,TELTREND INC
81763,YARDVILLE NATIONAL BANCORP
60687,AMERICAN FINANCIAL GROUP INC
77839,AVITAR INC NEW
81678,LINCOLN ELECTRIC CO
81682,AMERICAN ONCOLOGY RESOURCES INC
81694,CZECH INDUSTRIES INC
81703,NEW ENVOY INC
81717,LINCOLN ELECTRIC CO
53524,WORLDWAY CORP
76942,EMERALD CAPITAL HOLDINGS INC
81718,LOGANSPORT FINANCIAL CORP
81756,TRANSWITCH CORP
81762,WESTERN POWER & EQUIPMENT CORP
80027,TIMBER LODGE STEAKHOUSE INC
81697,DATALOGIX INTERNATIONAL INC
81725,MYSOFTWARE CO
81743,SEROLOGICALS CORP
81677,WESTINGHOUSE AIR BRAKE CO NEW
81689,CHICAGO MINIATURE LAMP INC
81701,EAGLE POINT SOFTWARE CORP
81761,VIEW TECH INC
75548,DYNAMIC HEALTHCARE TECHS INC
40062,BOSTON LIFE SCIENCES INC
76520,KAISER VENTURES INC
81680,ANTARES RESOURCES CORP
81690,CHINA TREASURE INC
81666,HAWAIIAN AIRLINES INC NEW
81687,BROCKWAY STANDARD HOLDINGS CORP
81692,C P CLARE CORP
81696,ECHOSTAR COMMUNICATIONS CORP NEW
81712,H N C SOFTWARE INC
81749,STUDIO PLUS HOTELS INC
81760,VIDAMED INC
11321,1ST WASHINGTON BANCORP INC
81751,SPINE TECH INC
76309,B C A M INTERNATIONAL INC
81668,PHYSICIANS RESOURCE GROUP INC
81713,HIGHWAYMASTER COMMUNICATIONS INC
81722,MICROFIELD GRAPHICS INC
81757,UNITED PETROLEUM CORP
11346,SEQUUS PHARMACEUTICALS INC
52337,TENET HEALTHCARE CORP
81728,NATURAL HEALTH TRENDS CORP
81665,GLOBAL DIRECTMAIL CORP
81723,MERIT HOLDING CORP
81750,SPYGLASS INC
81686,BUSINESS RESOURCE GROUP
81706,FORT THOMAS FINANCIAL CORP
81726,NORTHEAST IND BANC INC
81748,S O S STAFFING SERVICES INC
81667,MAFCO CONSOLIDATED GROUP INC
81670,POWER CONTROL TECHS INC
81684,B D M INTERNATIONAL INC NEW
81691,CODA MUSIC TECHNOLOGY INC
81704,FIRST BELL BANCORP INC
81708,GUARANTY SAVINGS & LOAN F A
81714,INTEGRATED COMM NETWORK INC
81716,INSTENT INC
81735,PARADIGM TECHNOLOGY INC
81738,RATTLESNAKE HOLDING INC
81746,S G V BANCORP INC
76442,METAL RECOVERY TECHNOLOGIES INC
76998,LEASING EDGE CORP
77257,S B S TECHNOLOGIES INC
