Date: 2005-03-18 00:00:00, Volatility: 0.094063, Naive Volatility: 0.096129, Shrinkage: 0.31
Date: 2010-06-21 00:00:00, Volatility: 0.124165, Naive Volatility: 0.124164, Shrinkage: 0.11
Date: 2010-06-22 00:00:00, Volatility: 0.126262, Naive Volatility: 0.126732, Shrinkage: 0.15
Date: 2010-06-23 00:00:00, Volatility: 0.128118, Naive Volatility: 0.128595, Shrinkage: 0.15
Date: 2010-06-24 00:00:00, Volatility: 0.130797, Naive Volatility: 0.131009, Shrinkage: 0.15
Date: 2010-06-25 00:00:00, Volatility: 0.126114, Naive Volatility: 0.126345, Shrinkage: 0.09
Date: 2010-06-28 00:00:00, Volatility: 0.126211, Naive Volatility: 0.126401, Shrinkage: 0.07
Date: 2010-06-29 00:00:00, Volatility: 0.116161, Naive Volatility: 0.116814, Shrinkage: 0.22
Date: 2010-06-30 00:00:00, Volatility: 0.117358, Naive Volatility: 0.118162, Shrinkage: 0.04
Date: 2010-07-01 00:00:00, Volatility: 0.117851, Naive Volatility: 0.118336, Shrinkage: 0.06
Date: 2010-07-02 00:00:00, Volatility: 0.117645, Naive Volatility: 0.118464, Shrinkage: 0.04
Date: 2010-07-06 00:00:00, Volatility: 0.123284, Naive Volatility: 0.124217, Shrinkage: 0.00
Date: 2010-07-07 00:00:00, Volatility: 0.110993, Naive Volatility: 0.113642, Shrinkage: 0.00
Date: 2010-07-08 00:00:00, Volatility: 0.110944, Naive Volatility: 0.112188, Shrinkage: 0.00
Date: 2010-07-09 00:00:00, Volatility: 0.111332, Naive Volatility: 0.112078, Shrinkage: 0.05
Date: 2010-07-12 00:00:00, Volatility: 0.110328, Naive Volatility: 0.112270, Shrinkage: 0.00
Date: 2010-07-13 00:00:00, Volatility: 0.106910, Naive Volatility: 0.109241, Shrinkage: 0.00
Date: 2010-07-14 00:00:00, Volatility: 0.122270, Naive Volatility: 0.123848, Shrinkage: 0.03
Date: 2010-07-15 00:00:00, Volatility: 0.122894, Naive Volatility: 0.124466, Shrinkage: 0.00
Date: 2010-07-16 00:00:00, Volatility: 0.118184, Naive Volatility: 0.119144, Shrinkage: 0.02
Date: 2010-07-19 00:00:00, Volatility: 0.118781, Naive Volatility: 0.119085, Shrinkage: 0.08
Date: 2010-07-20 00:00:00, Volatility: 0.118836, Naive Volatility: 0.118920, Shrinkage: 0.09
Date: 2010-07-21 00:00:00, Volatility: 0.110295, Naive Volatility: 0.111087, Shrinkage: 0.02
Date: 2010-07-22 00:00:00, Volatility: 0.112280, Naive Volatility: 0.113013, Shrinkage: 0.07
Date: 2010-07-23 00:00:00, Volatility: 0.106796, Naive Volatility: 0.107518, Shrinkage: 0.03
Date: 2010-07-26 00:00:00, Volatility: 0.105719, Naive Volatility: 0.106190, Shrinkage: 0.06
Date: 2010-07-27 00:00:00, Volatility: 0.102906, Naive Volatility: 0.103730, Shrinkage: 0.01
Date: 2010-07-28 00:00:00, Volatility: 0.102392, Naive Volatility: 0.102682, Shrinkage: 0.00
Date: 2010-07-29 00:00:00, Volatility: 0.094629, Naive Volatility: 0.094809, Shrinkage: 0.04
Date: 2010-07-30 00:00:00, Volatility: 0.101052, Naive Volatility: 0.101217, Shrinkage: 0.07
Date: 2010-08-02 00:00:00, Volatility: 0.102142, Naive Volatility: 0.102153, Shrinkage: 0.13
Date: 2010-08-03 00:00:00, Volatility: 0.100501, Naive Volatility: 0.100799, Shrinkage: 0.19
Date: 2010-08-04 00:00:00, Volatility: 0.115331, Naive Volatility: 0.115270, Shrinkage: 0.17
Date: 2010-08-05 00:00:00, Volatility: 0.117451, Naive Volatility: 0.117626, Shrinkage: 0.17
Date: 2010-08-06 00:00:00, Volatility: 0.118178, Naive Volatility: 0.118401, Shrinkage: 0.17
Date: 2010-08-09 00:00:00, Volatility: 0.117978, Naive Volatility: 0.118618, Shrinkage: 0.17
Date: 2010-08-10 00:00:00, Volatility: 0.118765, Naive Volatility: 0.119603, Shrinkage: 0.16
Date: 2010-08-11 00:00:00, Volatility: 0.103187, Naive Volatility: 0.103735, Shrinkage: 0.16
Date: 2010-08-12 00:00:00, Volatility: 0.102384, Naive Volatility: 0.102730, Shrinkage: 0.16
Date: 2010-08-13 00:00:00, Volatility: 0.102105, Naive Volatility: 0.102440, Shrinkage: 0.15
Date: 2010-08-16 00:00:00, Volatility: 0.102026, Naive Volatility: 0.102384, Shrinkage: 0.15
Date: 2010-08-17 00:00:00, Volatility: 0.097641, Naive Volatility: 0.098135, Shrinkage: 0.22
Date: 2010-08-18 00:00:00, Volatility: 0.097661, Naive Volatility: 0.097725, Shrinkage: 0.15
Date: 2010-08-19 00:00:00, Volatility: 0.085475, Naive Volatility: 0.086215, Shrinkage: 0.00
Date: 2010-08-20 00:00:00, Volatility: 0.088821, Naive Volatility: 0.089730, Shrinkage: 0.00
Date: 2010-08-23 00:00:00, Volatility: 0.092499, Naive Volatility: 0.093330, Shrinkage: 0.00
Date: 2010-08-24 00:00:00, Volatility: 0.090581, Naive Volatility: 0.090600, Shrinkage: 0.19
Date: 2010-08-25 00:00:00, Volatility: 0.093248, Naive Volatility: 0.093356, Shrinkage: 0.05
Date: 2010-08-26 00:00:00, Volatility: 0.094297, Naive Volatility: 0.095436, Shrinkage: 0.01
Date: 2010-08-27 00:00:00, Volatility: 0.092402, Naive Volatility: 0.094138, Shrinkage: 0.00
Date: 2010-08-30 00:00:00, Volatility: 0.083118, Naive Volatility: 0.084237, Shrinkage: 0.00
Date: 2010-08-31 00:00:00, Volatility: 0.084030, Naive Volatility: 0.085190, Shrinkage: 0.00
Date: 2010-09-01 00:00:00, Volatility: 0.068931, Naive Volatility: 0.070838, Shrinkage: 0.00
Date: 2010-09-02 00:00:00, Volatility: 0.066265, Naive Volatility: 0.068427, Shrinkage: 0.00
Date: 2010-09-03 00:00:00, Volatility: 0.065536, Naive Volatility: 0.067884, Shrinkage: 0.00
Date: 2010-09-07 00:00:00, Volatility: 0.068572, Naive Volatility: 0.071139, Shrinkage: 0.00
Date: 2010-09-08 00:00:00, Volatility: 0.068641, Naive Volatility: 0.070836, Shrinkage: 0.00
Date: 2010-09-09 00:00:00, Volatility: 0.069192, Naive Volatility: 0.071583, Shrinkage: 0.00
Date: 2010-09-10 00:00:00, Volatility: 0.069075, Naive Volatility: 0.071287, Shrinkage: 0.00
Date: 2010-09-13 00:00:00, Volatility: 0.069113, Naive Volatility: 0.071239, Shrinkage: 0.00
Date: 2010-09-14 00:00:00, Volatility: 0.070378, Naive Volatility: 0.071693, Shrinkage: 0.00
Date: 2010-09-15 00:00:00, Volatility: 0.070300, Naive Volatility: 0.071328, Shrinkage: 0.00
Date: 2010-09-16 00:00:00, Volatility: 0.070911, Naive Volatility: 0.072024, Shrinkage: 0.00
Date: 2010-09-17 00:00:00, Volatility: 0.071001, Naive Volatility: 0.072437, Shrinkage: 0.00
Date: 2010-09-20 00:00:00, Volatility: 0.065723, Naive Volatility: 0.067206, Shrinkage: 0.00
Date: 2010-09-21 00:00:00, Volatility: 0.070614, Naive Volatility: 0.073688, Shrinkage: 0.00
Date: 2010-09-22 00:00:00, Volatility: 0.071341, Naive Volatility: 0.075051, Shrinkage: 0.00
Date: 2010-09-23 00:00:00, Volatility: 0.067845, Naive Volatility: 0.071535, Shrinkage: 0.00
Date: 2010-09-24 00:00:00, Volatility: 0.061928, Naive Volatility: 0.064019, Shrinkage: 0.00
Date: 2010-09-27 00:00:00, Volatility: 0.059632, Naive Volatility: 0.061084, Shrinkage: 0.00
Date: 2010-09-28 00:00:00, Volatility: 0.059801, Naive Volatility: 0.061720, Shrinkage: 0.00
Date: 2010-09-29 00:00:00, Volatility: 0.064761, Naive Volatility: 0.065766, Shrinkage: 0.00
Date: 2010-09-30 00:00:00, Volatility: 0.064527, Naive Volatility: 0.065322, Shrinkage: 0.00
Date: 2010-10-01 00:00:00, Volatility: 0.065499, Naive Volatility: 0.066763, Shrinkage: 0.00
Date: 2010-10-04 00:00:00, Volatility: 0.067605, Naive Volatility: 0.069325, Shrinkage: 0.46
Date: 2010-10-05 00:00:00, Volatility: 0.059963, Naive Volatility: 0.060236, Shrinkage: 0.15
Date: 2010-10-06 00:00:00, Volatility: 0.059581, Naive Volatility: 0.059845, Shrinkage: 0.15
Date: 2010-10-07 00:00:00, Volatility: 0.060982, Naive Volatility: 0.061972, Shrinkage: 0.01
Date: 2010-10-08 00:00:00, Volatility: 0.059565, Naive Volatility: 0.061700, Shrinkage: 0.00
Date: 2010-10-11 00:00:00, Volatility: 0.059368, Naive Volatility: 0.061944, Shrinkage: 0.00
Date: 2010-10-12 00:00:00, Volatility: 0.064633, Naive Volatility: 0.068868, Shrinkage: 0.00
Date: 2010-10-13 00:00:00, Volatility: 0.062768, Naive Volatility: 0.067027, Shrinkage: 0.00
Date: 2010-10-14 00:00:00, Volatility: 0.063395, Naive Volatility: 0.066934, Shrinkage: 0.00
Date: 2010-10-15 00:00:00, Volatility: 0.064436, Naive Volatility: 0.068828, Shrinkage: 0.00
Date: 2010-10-18 00:00:00, Volatility: 0.061715, Naive Volatility: 0.066777, Shrinkage: 0.00
Date: 2010-10-19 00:00:00, Volatility: 0.059823, Naive Volatility: 0.066788, Shrinkage: 0.00
Date: 2010-10-20 00:00:00, Volatility: 0.056150, Naive Volatility: 0.062775, Shrinkage: 0.00
Date: 2010-10-21 00:00:00, Volatility: 0.061155, Naive Volatility: 0.068610, Shrinkage: 0.00
Date: 2010-10-22 00:00:00, Volatility: 0.061148, Naive Volatility: 0.068863, Shrinkage: 0.00
Date: 2010-10-25 00:00:00, Volatility: 0.061369, Naive Volatility: 0.068801, Shrinkage: 0.00
Date: 2010-10-26 00:00:00, Volatility: 0.066378, Naive Volatility: 0.071960, Shrinkage: 0.00
Date: 2010-10-27 00:00:00, Volatility: 0.064377, Naive Volatility: 0.071689, Shrinkage: 0.00
Date: 2010-10-28 00:00:00, Volatility: 0.063654, Naive Volatility: 0.070891, Shrinkage: 0.00
Date: 2010-10-29 00:00:00, Volatility: 0.063774, Naive Volatility: 0.069988, Shrinkage: 0.00
Date: 2010-11-01 00:00:00, Volatility: 0.062826, Naive Volatility: 0.068851, Shrinkage: 0.00
Date: 2010-11-02 00:00:00, Volatility: 0.074111, Naive Volatility: 0.080269, Shrinkage: 0.00
Date: 2010-11-03 00:00:00, Volatility: 0.074799, Naive Volatility: 0.080251, Shrinkage: 0.00
Date: 2010-11-04 00:00:00, Volatility: 0.072753, Naive Volatility: 0.077447, Shrinkage: 0.00
Date: 2010-11-05 00:00:00, Volatility: 0.074307, Naive Volatility: 0.078453, Shrinkage: 0.00
Date: 2010-11-08 00:00:00, Volatility: 0.074587, Naive Volatility: 0.078409, Shrinkage: 0.00
Date: 2010-11-09 00:00:00, Volatility: 0.071815, Naive Volatility: 0.075723, Shrinkage: 0.00
Date: 2010-11-10 00:00:00, Volatility: 0.071492, Naive Volatility: 0.076059, Shrinkage: 0.00
Date: 2010-11-11 00:00:00, Volatility: 0.071232, Naive Volatility: 0.076630, Shrinkage: 0.00
Date: 2010-11-12 00:00:00, Volatility: 0.069544, Naive Volatility: 0.073996, Shrinkage: 0.00
Date: 2010-11-15 00:00:00, Volatility: 0.070422, Naive Volatility: 0.074711, Shrinkage: 0.00
Date: 2010-11-16 00:00:00, Volatility: 0.063222, Naive Volatility: 0.065834, Shrinkage: 0.00
Date: 2010-11-17 00:00:00, Volatility: 0.065179, Naive Volatility: 0.067410, Shrinkage: 0.00
Date: 2010-11-18 00:00:00, Volatility: 0.062940, Naive Volatility: 0.064851, Shrinkage: 0.00
Date: 2010-11-19 00:00:00, Volatility: 0.063150, Naive Volatility: 0.065106, Shrinkage: 0.00
Date: 2010-11-22 00:00:00, Volatility: 0.064411, Naive Volatility: 0.066158, Shrinkage: 0.00
Date: 2010-11-23 00:00:00, Volatility: 0.057071, Naive Volatility: 0.058037, Shrinkage: 0.00
Date: 2010-11-24 00:00:00, Volatility: 0.054335, Naive Volatility: 0.055402, Shrinkage: 0.00
Date: 2010-11-26 00:00:00, Volatility: 0.054274, Naive Volatility: 0.055535, Shrinkage: 0.00
Date: 2010-11-29 00:00:00, Volatility: 0.049851, Naive Volatility: 0.051408, Shrinkage: 0.00
Date: 2010-11-30 00:00:00, Volatility: 0.049916, Naive Volatility: 0.051222, Shrinkage: 0.00
Date: 2010-12-01 00:00:00, Volatility: 0.036184, Naive Volatility: 0.036452, Shrinkage: 0.15
Date: 2010-12-02 00:00:00, Volatility: 0.036527, Naive Volatility: 0.037105, Shrinkage: 0.16
Date: 2010-12-03 00:00:00, Volatility: 0.037355, Naive Volatility: 0.037986, Shrinkage: 0.22
Date: 2010-12-06 00:00:00, Volatility: 0.035820, Naive Volatility: 0.036435, Shrinkage: 0.00
Date: 2010-12-07 00:00:00, Volatility: 0.044910, Naive Volatility: 0.046043, Shrinkage: 0.20
Date: 2010-12-08 00:00:00, Volatility: 0.043702, Naive Volatility: 0.047223, Shrinkage: 0.75
Date: 2010-12-09 00:00:00, Volatility: 0.045533, Naive Volatility: 0.046836, Shrinkage: 0.22
Date: 2010-12-10 00:00:00, Volatility: 0.043693, Naive Volatility: 0.045321, Shrinkage: 0.26
Date: 2010-12-13 00:00:00, Volatility: 0.043842, Naive Volatility: 0.045513, Shrinkage: 0.26
Date: 2010-12-14 00:00:00, Volatility: 0.044396, Naive Volatility: 0.050816, Shrinkage: 0.53
Date: 2010-12-15 00:00:00, Volatility: 0.044536, Naive Volatility: 0.051412, Shrinkage: 0.55
Date: 2010-12-16 00:00:00, Volatility: 0.036221, Naive Volatility: 0.046871, Shrinkage: 0.72
Date: 2010-12-17 00:00:00, Volatility: 0.036512, Naive Volatility: 0.046972, Shrinkage: 0.71
Date: 2010-12-20 00:00:00, Volatility: 0.041248, Naive Volatility: 0.046980, Shrinkage: 0.46
Date: 2010-12-21 00:00:00, Volatility: 0.042710, Naive Volatility: 0.052060, Shrinkage: 0.61
Date: 2010-12-22 00:00:00, Volatility: 0.042204, Naive Volatility: 0.052140, Shrinkage: 0.61
Date: 2010-12-23 00:00:00, Volatility: 0.042118, Naive Volatility: 0.051271, Shrinkage: 0.60
Date: 2010-12-27 00:00:00, Volatility: 0.042385, Naive Volatility: 0.051690, Shrinkage: 0.59
Date: 2010-12-28 00:00:00, Volatility: 0.042285, Naive Volatility: 0.051595, Shrinkage: 0.60
Date: 2010-12-29 00:00:00, Volatility: 0.044501, Naive Volatility: 0.051084, Shrinkage: 0.39
Date: 2010-12-30 00:00:00, Volatility: 0.060910, Naive Volatility: 0.064445, Shrinkage: 0.30
Date: 2010-12-31 00:00:00, Volatility: 0.061099, Naive Volatility: 0.065277, Shrinkage: 0.31
Date: 2011-01-03 00:00:00, Volatility: 0.065595, Naive Volatility: 0.068963, Shrinkage: 0.29
Date: 2011-01-04 00:00:00, Volatility: 0.063907, Naive Volatility: 0.069205, Shrinkage: 0.34
Date: 2011-01-05 00:00:00, Volatility: 0.068817, Naive Volatility: 0.071511, Shrinkage: 0.32
Date: 2011-01-06 00:00:00, Volatility: 0.068484, Naive Volatility: 0.073247, Shrinkage: 0.55
Date: 2011-01-07 00:00:00, Volatility: 0.068220, Naive Volatility: 0.073166, Shrinkage: 0.55
Date: 2011-01-10 00:00:00, Volatility: 0.073491, Naive Volatility: 0.078764, Shrinkage: 0.35
Date: 2011-01-11 00:00:00, Volatility: 0.073887, Naive Volatility: 0.079334, Shrinkage: 0.35
Date: 2011-01-12 00:00:00, Volatility: 0.071443, Naive Volatility: 0.078118, Shrinkage: 0.37
Date: 2011-01-13 00:00:00, Volatility: 0.071275, Naive Volatility: 0.088141, Shrinkage: 0.63
Date: 2011-01-14 00:00:00, Volatility: 0.073329, Naive Volatility: 0.095802, Shrinkage: 0.66
Date: 2011-01-18 00:00:00, Volatility: 0.073200, Naive Volatility: 0.095628, Shrinkage: 0.66
Date: 2011-01-19 00:00:00, Volatility: 0.076780, Naive Volatility: 0.109710, Shrinkage: 0.73
Date: 2011-01-20 00:00:00, Volatility: 0.076112, Naive Volatility: 0.107681, Shrinkage: 0.73
Date: 2011-01-21 00:00:00, Volatility: 0.075917, Naive Volatility: 0.104990, Shrinkage: 0.73
Date: 2011-01-24 00:00:00, Volatility: 0.082411, Naive Volatility: 0.109975, Shrinkage: 0.67
Date: 2011-01-25 00:00:00, Volatility: 0.084886, Naive Volatility: 0.113664, Shrinkage: 0.68
Date: 2011-01-26 00:00:00, Volatility: 0.084934, Naive Volatility: 0.113402, Shrinkage: 0.69
Date: 2011-01-27 00:00:00, Volatility: 0.087594, Naive Volatility: 0.114515, Shrinkage: 0.68
Date: 2011-01-28 00:00:00, Volatility: 0.075404, Naive Volatility: 0.107218, Shrinkage: 0.69
Date: 2011-01-31 00:00:00, Volatility: 0.081394, Naive Volatility: 0.108440, Shrinkage: 0.69
Date: 2011-02-01 00:00:00, Volatility: 0.078656, Naive Volatility: 0.107416, Shrinkage: 0.70
Date: 2011-02-02 00:00:00, Volatility: 0.084229, Naive Volatility: 0.109984, Shrinkage: 0.68
Date: 2011-02-03 00:00:00, Volatility: 0.082774, Naive Volatility: 0.107008, Shrinkage: 0.67
Date: 2011-02-04 00:00:00, Volatility: 0.084062, Naive Volatility: 0.107769, Shrinkage: 0.68
Date: 2011-02-07 00:00:00, Volatility: 0.088065, Naive Volatility: 0.108839, Shrinkage: 0.68
Date: 2011-02-08 00:00:00, Volatility: 0.088908, Naive Volatility: 0.101408, Shrinkage: 0.39
Date: 2011-02-09 00:00:00, Volatility: 0.092301, Naive Volatility: 0.101559, Shrinkage: 0.35
Date: 2011-02-10 00:00:00, Volatility: 0.091389, Naive Volatility: 0.100583, Shrinkage: 0.35
Date: 2011-02-11 00:00:00, Volatility: 0.090494, Naive Volatility: 0.096909, Shrinkage: 0.49
Date: 2011-02-14 00:00:00, Volatility: 0.098085, Naive Volatility: 0.099068, Shrinkage: 0.18
Date: 2011-02-15 00:00:00, Volatility: 0.104772, Naive Volatility: 0.105125, Shrinkage: 0.15
Date: 2011-02-16 00:00:00, Volatility: 0.098482, Naive Volatility: 0.098502, Shrinkage: 0.09
Date: 2011-02-17 00:00:00, Volatility: 0.104743, Naive Volatility: 0.104928, Shrinkage: 0.06
Date: 2011-02-18 00:00:00, Volatility: 0.107107, Naive Volatility: 0.107221, Shrinkage: 0.08
Date: 2011-02-22 00:00:00, Volatility: 0.102669, Naive Volatility: 0.103266, Shrinkage: 0.00
Date: 2011-02-23 00:00:00, Volatility: 0.099732, Naive Volatility: 0.099742, Shrinkage: 0.11
Date: 2011-02-24 00:00:00, Volatility: 0.103311, Naive Volatility: 0.103456, Shrinkage: 0.13
Date: 2011-02-25 00:00:00, Volatility: 0.102615, Naive Volatility: 0.102695, Shrinkage: 0.13
Date: 2011-02-28 00:00:00, Volatility: 0.098881, Naive Volatility: 0.099117, Shrinkage: 0.14
Date: 2011-03-01 00:00:00, Volatility: 0.097059, Naive Volatility: 0.097396, Shrinkage: 0.15
Date: 2011-03-02 00:00:00, Volatility: 0.098701, Naive Volatility: 0.099123, Shrinkage: 0.15
Date: 2011-03-03 00:00:00, Volatility: 0.094628, Naive Volatility: 0.094970, Shrinkage: 0.16
Date: 2011-03-04 00:00:00, Volatility: 0.094037, Naive Volatility: 0.094211, Shrinkage: 0.13
Date: 2011-03-07 00:00:00, Volatility: 0.092680, Naive Volatility: 0.092783, Shrinkage: 0.12
Date: 2011-03-08 00:00:00, Volatility: 0.089668, Naive Volatility: 0.089513, Shrinkage: 0.13
Date: 2011-03-09 00:00:00, Volatility: 0.090697, Naive Volatility: 0.090740, Shrinkage: 0.13
Date: 2011-03-10 00:00:00, Volatility: 0.087559, Naive Volatility: 0.088092, Shrinkage: 0.23
Date: 2011-03-11 00:00:00, Volatility: 0.088130, Naive Volatility: 0.088754, Shrinkage: 0.23
Date: 2011-03-14 00:00:00, Volatility: 0.084554, Naive Volatility: 0.085586, Shrinkage: 0.25
Date: 2011-03-15 00:00:00, Volatility: 0.072394, Naive Volatility: 0.075241, Shrinkage: 0.39
Date: 2011-03-16 00:00:00, Volatility: 0.052508, Naive Volatility: 0.058606, Shrinkage: 0.47
Date: 2011-03-17 00:00:00, Volatility: 0.049764, Naive Volatility: 0.055793, Shrinkage: 0.56
Date: 2011-03-18 00:00:00, Volatility: 0.044039, Naive Volatility: 0.053239, Shrinkage: 0.47
Date: 2011-03-21 00:00:00, Volatility: 0.051299, Naive Volatility: 0.056458, Shrinkage: 0.46
Date: 2011-03-22 00:00:00, Volatility: 0.051244, Naive Volatility: 0.055882, Shrinkage: 0.45
Date: 2011-03-23 00:00:00, Volatility: 0.057071, Naive Volatility: 0.058272, Shrinkage: 0.20
Date: 2011-03-24 00:00:00, Volatility: 0.051771, Naive Volatility: 0.052106, Shrinkage: 0.15
Date: 2011-03-25 00:00:00, Volatility: 0.053474, Naive Volatility: 0.057604, Shrinkage: 0.50
Date: 2011-03-28 00:00:00, Volatility: 0.057603, Naive Volatility: 0.061100, Shrinkage: 0.43
Date: 2011-03-29 00:00:00, Volatility: 0.059375, Naive Volatility: 0.062322, Shrinkage: 0.38
Date: 2011-03-30 00:00:00, Volatility: 0.059733, Naive Volatility: 0.062815, Shrinkage: 0.39
Date: 2011-03-31 00:00:00, Volatility: 0.058706, Naive Volatility: 0.061094, Shrinkage: 0.37
Date: 2011-04-01 00:00:00, Volatility: 0.058308, Naive Volatility: 0.060875, Shrinkage: 0.38
Date: 2011-04-04 00:00:00, Volatility: 0.059762, Naive Volatility: 0.062482, Shrinkage: 0.41
Date: 2011-04-05 00:00:00, Volatility: 0.062153, Naive Volatility: 0.064494, Shrinkage: 0.36
Date: 2011-04-06 00:00:00, Volatility: 0.064968, Naive Volatility: 0.065927, Shrinkage: 0.21
Date: 2011-04-07 00:00:00, Volatility: 0.064684, Naive Volatility: 0.065808, Shrinkage: 0.22
Date: 2011-04-08 00:00:00, Volatility: 0.063414, Naive Volatility: 0.064196, Shrinkage: 0.22
Date: 2011-04-11 00:00:00, Volatility: 0.066563, Naive Volatility: 0.066905, Shrinkage: 0.15
Date: 2011-04-12 00:00:00, Volatility: 0.068291, Naive Volatility: 0.068567, Shrinkage: 0.15
Date: 2011-04-13 00:00:00, Volatility: 0.076878, Naive Volatility: 0.076904, Shrinkage: 0.12
Date: 2011-04-14 00:00:00, Volatility: 0.077391, Naive Volatility: 0.077399, Shrinkage: 0.11
Date: 2011-04-15 00:00:00, Volatility: 0.076657, Naive Volatility: 0.076816, Shrinkage: 0.03
Date: 2011-04-18 00:00:00, Volatility: 0.071160, Naive Volatility: 0.071437, Shrinkage: 0.18
Date: 2011-04-19 00:00:00, Volatility: 0.071650, Naive Volatility: 0.072083, Shrinkage: 0.20
Date: 2011-04-20 00:00:00, Volatility: 0.069274, Naive Volatility: 0.069824, Shrinkage: 0.22
Date: 2011-04-21 00:00:00, Volatility: 0.072090, Naive Volatility: 0.072545, Shrinkage: 0.22
Date: 2011-04-25 00:00:00, Volatility: 0.069695, Naive Volatility: 0.070646, Shrinkage: 0.00
Date: 2011-04-26 00:00:00, Volatility: 0.065217, Naive Volatility: 0.065662, Shrinkage: 0.00
Date: 2011-04-27 00:00:00, Volatility: 0.067149, Naive Volatility: 0.067136, Shrinkage: 0.10
Date: 2011-04-28 00:00:00, Volatility: 0.065271, Naive Volatility: 0.065475, Shrinkage: 0.04
Date: 2011-04-29 00:00:00, Volatility: 0.063978, Naive Volatility: 0.064409, Shrinkage: 0.00
Date: 2011-05-02 00:00:00, Volatility: 0.069742, Naive Volatility: 0.070344, Shrinkage: 0.00
Date: 2011-05-03 00:00:00, Volatility: 0.083203, Naive Volatility: 0.083822, Shrinkage: 0.01
Date: 2011-05-04 00:00:00, Volatility: 0.087953, Naive Volatility: 0.088664, Shrinkage: 0.00
Date: 2011-05-05 00:00:00, Volatility: 0.094427, Naive Volatility: 0.095000, Shrinkage: 0.00
Date: 2011-05-06 00:00:00, Volatility: 0.095213, Naive Volatility: 0.095879, Shrinkage: 0.00
Date: 2011-05-09 00:00:00, Volatility: 0.094136, Naive Volatility: 0.094791, Shrinkage: 0.00
Date: 2011-05-10 00:00:00, Volatility: 0.086987, Naive Volatility: 0.088512, Shrinkage: 0.00
Date: 2011-05-11 00:00:00, Volatility: 0.089085, Naive Volatility: 0.090690, Shrinkage: 0.00
